series,strategy,threshold_quantile,is_skab_setting,f1,precision,recall,event_f1,event_precision,event_recall,n_true_events,n_detected_events,alarm_rate,flag_everything_f1,n_adaptations,n_steps,seconds
ec2_request_latency_system_failure,drift-triggered,0.8,False,0.13675213675213674,0.10847457627118644,0.18497109826589594,0.19571865443425074,0.10847457627118644,1.0,3,3,0.1945910290237467,0.20485494375370042,2,3032,0.48
ec2_request_latency_system_failure,static,0.9,False,0.13567251461988303,0.11394891944990176,0.1676300578034682,0.20458553791887127,0.11394891944990176,1.0,3,3,0.16787598944591028,0.20485494375370042,0,3032,0.16
ec2_request_latency_system_failure,online-no-reset,0.9,False,0.14781634938409854,0.1206581352833638,0.1907514450867052,0.21533442088091354,0.1206581352833638,1.0,3,3,0.1804089709762533,0.20485494375370042,0,3032,0.33
ec2_request_latency_system_failure,periodic,0.9,False,0.12735166425470332,0.12753623188405797,0.12716763005780346,0.2262210796915167,0.12753623188405797,1.0,3,3,0.1137862796833773,0.20485494375370042,3,3032,0.59
ec2_request_latency_system_failure,drift-triggered,0.9,False,0.11094890510948904,0.11209439528023599,0.10982658959537572,0.2015915119363395,0.11209439528023599,1.0,3,3,0.11180738786279683,0.20485494375370042,2,3032,0.54
ec2_request_latency_system_failure,static,0.95,False,0.12199036918138043,0.1371841155234657,0.10982658959537572,0.2412698412698413,0.1371841155234657,1.0,3,3,0.09135883905013192,0.20485494375370042,0,3032,0.17
ec2_request_latency_system_failure,online-no-reset,0.95,False,0.11276948590381426,0.13229571984435798,0.09826589595375723,0.23367697594501718,0.13229571984435798,1.0,3,3,0.08476253298153034,0.20485494375370042,0,3032,0.34
ec2_request_latency_system_failure,periodic,0.95,False,0.10989010989010989,0.15,0.08670520231213873,0.2608695652173913,0.15,1.0,3,3,0.06596306068601583,0.20485494375370042,3,3032,0.57
ec2_request_latency_system_failure,drift-triggered,0.95,False,0.11334552102376598,0.15422885572139303,0.08959537572254335,0.2672413793103448,0.15422885572139303,1.0,3,3,0.06629287598944592,0.20485494375370042,2,3032,0.54
ec2_request_latency_system_failure,static,0.98,True,0.10714285714285714,0.17088607594936708,0.07803468208092486,0.29189189189189185,0.17088607594936708,1.0,3,3,0.052110817941952506,0.20485494375370042,0,3032,0.17
ec2_request_latency_system_failure,online-no-reset,0.98,True,0.09892473118279568,0.19327731092436976,0.06647398843930635,0.323943661971831,0.19327731092436976,1.0,3,3,0.03924802110817942,0.20485494375370042,0,3032,0.35
ec2_request_latency_system_failure,periodic,0.98,True,0.09433962264150944,0.2564102564102564,0.057803468208092484,0.4081632653061224,0.2564102564102564,1.0,3,3,0.025725593667546173,0.20485494375370042,3,3032,0.58
ec2_request_latency_system_failure,drift-triggered,0.98,True,0.09195402298850576,0.2247191011235955,0.057803468208092484,0.36697247706422015,0.2247191011235955,1.0,3,3,0.029353562005277046,0.20485494375370042,2,3032,0.5
